* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
3656, forest, terralith:siberian_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3657, forest, terralith:siberian_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
3658, forest, terralith:siberian_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
3659, forest, terralith:siberian_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3660, forest, terralith:siberian_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3661, forest, terralith:siberian_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
3662, forest, terralith:siberian_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3663, forest, terralith:siberian_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3664, forest, terralith:siberian_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3665, none, terralith:skylands, MONSTER, minecraft:spider, 80, 4, 4
3666, none, terralith:skylands, MONSTER, minecraft:zombie, 80, 4, 4
3667, none, terralith:skylands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3668, none, terralith:skylands, MONSTER, minecraft:skeleton, 80, 4, 4
3669, none, terralith:skylands, MONSTER, minecraft:creeper, 80, 4, 4
3670, none, terralith:skylands, MONSTER, minecraft:slime, 80, 4, 4
3671, none, terralith:skylands, MONSTER, minecraft:enderman, 5, 1, 4
3672, none, terralith:skylands, MONSTER, minecraft:witch, 5, 1, 1
3673, none, terralith:skylands, MONSTER, minecraft:drowned, 10, 1, 1
3674, none, terralith:skylands, MONSTER, embers:ancient_golem, 15, 1, 1
3675, none, terralith:skylands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3676, none, terralith:skylands, MONSTER, alexsmobs:farseer, 30, 1, 1
3677, none, terralith:skylands, MONSTER, alexsmobs:murmur, 10, 1, 1
3678, none, terralith:skylands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3679, none, terralith:skylands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3680, none, terralith:skylands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3681, none, terralith:skylands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3682, none, terralith:skylands, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3683, none, terralith:skylands, AMBIENT, minecraft:bat, 10, 8, 8
3684, none, terralith:skylands, AMBIENT, alexsmobs:fly, 10, 2, 3
3685, none, terralith:skylands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3686, none, terralith:skylands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3687, none, terralith:skylands, WATER_CREATURE, minecraft:squid, 10, 1, 4
3688, none, terralith:skylands, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3689, none, terralith:skylands, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3690, none, terralith:skylands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3691, none, terralith:skylands_autumn, MONSTER, minecraft:spider, 80, 4, 4
3692, none, terralith:skylands_autumn, MONSTER, minecraft:zombie, 80, 4, 4
3693, none, terralith:skylands_autumn, MONSTER, minecraft:zombie_villager, 10, 1, 1
3694, none, terralith:skylands_autumn, MONSTER, minecraft:skeleton, 80, 4, 4
3695, none, terralith:skylands_autumn, MONSTER, minecraft:creeper, 80, 4, 4
3696, none, terralith:skylands_autumn, MONSTER, minecraft:slime, 80, 4, 4
3697, none, terralith:skylands_autumn, MONSTER, minecraft:enderman, 5, 1, 4
3698, none, terralith:skylands_autumn, MONSTER, minecraft:witch, 5, 1, 1
3699, none, terralith:skylands_autumn, MONSTER, minecraft:drowned, 10, 1, 1
3700, none, terralith:skylands_autumn, MONSTER, embers:ancient_golem, 15, 1, 1
3701, none, terralith:skylands_autumn, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3702, none, terralith:skylands_autumn, MONSTER, alexsmobs:farseer, 30, 1, 1
3703, none, terralith:skylands_autumn, MONSTER, alexsmobs:murmur, 10, 1, 1
3704, none, terralith:skylands_autumn, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3705, none, terralith:skylands_autumn, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3706, none, terralith:skylands_autumn, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3707, none, terralith:skylands_autumn, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3708, none, terralith:skylands_autumn, CREATURE, minecraft:sheep, 12, 2, 2
3709, none, terralith:skylands_autumn, CREATURE, minecraft:cow, 10, 2, 2
3710, none, terralith:skylands_autumn, CREATURE, minecraft:goat, 10, 2, 3
3711, none, terralith:skylands_autumn, CREATURE, minecraft:fox, 10, 2, 3
3712, none, terralith:skylands_autumn, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3713, none, terralith:skylands_autumn, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3714, none, terralith:skylands_autumn, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3715, none, terralith:skylands_autumn, CREATURE, alexsmobs:sunbird, 10, 1, 1
3716, none, terralith:skylands_autumn, CREATURE, alexsmobs:raccoon, 10, 2, 4
3717, none, terralith:skylands_autumn, CREATURE, alexsmobs:crow, 10, 3, 5
3718, none, terralith:skylands_autumn, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3719, none, terralith:skylands_autumn, CREATURE, alexsmobs:seagull, 21, 3, 6
3720, none, terralith:skylands_autumn, CREATURE, alexsmobs:banana_slug, 14, 2, 3
3721, none, terralith:skylands_autumn, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3722, none, terralith:skylands_autumn, AMBIENT, minecraft:bat, 10, 8, 8
3723, none, terralith:skylands_autumn, AMBIENT, alexsmobs:fly, 10, 2, 3
3724, none, terralith:skylands_autumn, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3725, none, terralith:skylands_autumn, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3726, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:squid, 10, 1, 4
3727, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3728, none, terralith:skylands_autumn, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3729, none, terralith:skylands_autumn, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3730, none, terralith:skylands_spring, MONSTER, minecraft:spider, 80, 4, 4
3731, none, terralith:skylands_spring, MONSTER, minecraft:zombie, 80, 4, 4
3732, none, terralith:skylands_spring, MONSTER, minecraft:zombie_villager, 10, 1, 1
3733, none, terralith:skylands_spring, MONSTER, minecraft:skeleton, 80, 4, 4
3734, none, terralith:skylands_spring, MONSTER, minecraft:creeper, 80, 4, 4
3735, none, terralith:skylands_spring, MONSTER, minecraft:slime, 80, 4, 4
3736, none, terralith:skylands_spring, MONSTER, minecraft:enderman, 5, 1, 4
3737, none, terralith:skylands_spring, MONSTER, minecraft:witch, 5, 1, 1
3738, none, terralith:skylands_spring, MONSTER, minecraft:drowned, 10, 1, 1
3739, none, terralith:skylands_spring, MONSTER, embers:ancient_golem, 15, 1, 1
3740, none, terralith:skylands_spring, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3741, none, terralith:skylands_spring, MONSTER, alexsmobs:farseer, 30, 1, 1
3742, none, terralith:skylands_spring, MONSTER, alexsmobs:murmur, 10, 1, 1
3743, none, terralith:skylands_spring, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3744, none, terralith:skylands_spring, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3745, none, terralith:skylands_spring, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3746, none, terralith:skylands_spring, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3747, none, terralith:skylands_spring, CREATURE, minecraft:pig, 12, 2, 2
3748, none, terralith:skylands_spring, CREATURE, minecraft:chicken, 10, 2, 2
3749, none, terralith:skylands_spring, CREATURE, minecraft:rabbit, 10, 2, 2
3750, none, terralith:skylands_spring, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3751, none, terralith:skylands_spring, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3752, none, terralith:skylands_spring, CREATURE, alexsmobs:sunbird, 10, 1, 1
3753, none, terralith:skylands_spring, CREATURE, alexsmobs:crow, 10, 3, 5
3754, none, terralith:skylands_spring, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3755, none, terralith:skylands_spring, CREATURE, alexsmobs:tiger, 30, 1, 3
3756, none, terralith:skylands_spring, CREATURE, alexsmobs:seagull, 21, 3, 6
3757, none, terralith:skylands_spring, AMBIENT, minecraft:bat, 10, 8, 8
3758, none, terralith:skylands_spring, AMBIENT, alexsmobs:fly, 10, 2, 3
3759, none, terralith:skylands_spring, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3760, none, terralith:skylands_spring, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3761, none, terralith:skylands_spring, WATER_CREATURE, minecraft:squid, 10, 1, 4
3762, none, terralith:skylands_spring, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3763, none, terralith:skylands_spring, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3764, none, terralith:skylands_spring, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3765, none, terralith:skylands_summer, MONSTER, minecraft:spider, 80, 4, 4
3766, none, terralith:skylands_summer, MONSTER, minecraft:zombie, 80, 4, 4
3767, none, terralith:skylands_summer, MONSTER, minecraft:zombie_villager, 10, 1, 1
3768, none, terralith:skylands_summer, MONSTER, minecraft:skeleton, 80, 4, 4
3769, none, terralith:skylands_summer, MONSTER, minecraft:creeper, 80, 4, 4
3770, none, terralith:skylands_summer, MONSTER, minecraft:slime, 80, 4, 4
3771, none, terralith:skylands_summer, MONSTER, minecraft:enderman, 5, 1, 4
3772, none, terralith:skylands_summer, MONSTER, minecraft:witch, 5, 1, 1
3773, none, terralith:skylands_summer, MONSTER, minecraft:drowned, 10, 1, 1
3774, none, terralith:skylands_summer, MONSTER, embers:ancient_golem, 15, 1, 1
3775, none, terralith:skylands_summer, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3776, none, terralith:skylands_summer, MONSTER, alexsmobs:farseer, 30, 1, 1
3777, none, terralith:skylands_summer, MONSTER, alexsmobs:murmur, 10, 1, 1
3778, none, terralith:skylands_summer, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3779, none, terralith:skylands_summer, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3780, none, terralith:skylands_summer, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3781, none, terralith:skylands_summer, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3782, none, terralith:skylands_summer, CREATURE, minecraft:sheep, 12, 4, 4
3783, none, terralith:skylands_summer, CREATURE, minecraft:pig, 10, 4, 4
3784, none, terralith:skylands_summer, CREATURE, minecraft:chicken, 10, 4, 4
3785, none, terralith:skylands_summer, CREATURE, minecraft:cow, 10, 4, 4
3786, none, terralith:skylands_summer, CREATURE, minecraft:parrot, 10, 1, 1
3787, none, terralith:skylands_summer, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3788, none, terralith:skylands_summer, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3789, none, terralith:skylands_summer, CREATURE, alexsmobs:sunbird, 10, 1, 1
3790, none, terralith:skylands_summer, CREATURE, alexsmobs:gorilla, 25, 7, 7
3791, none, terralith:skylands_summer, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
3792, none, terralith:skylands_summer, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
3793, none, terralith:skylands_summer, CREATURE, alexsmobs:toucan, 23, 5, 5
3794, none, terralith:skylands_summer, CREATURE, alexsmobs:anaconda, 12, 1, 1
3795, none, terralith:skylands_summer, CREATURE, alexsmobs:anteater, 10, 1, 3
3796, none, terralith:skylands_summer, AMBIENT, minecraft:bat, 10, 8, 8
3797, none, terralith:skylands_summer, AMBIENT, alexsmobs:fly, 10, 2, 3
3798, none, terralith:skylands_summer, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3799, none, terralith:skylands_summer, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3800, none, terralith:skylands_summer, WATER_CREATURE, minecraft:squid, 10, 1, 4
3801, none, terralith:skylands_summer, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3802, none, terralith:skylands_summer, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3803, none, terralith:skylands_summer, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3804, none, terralith:skylands_winter, MONSTER, minecraft:spider, 80, 4, 4
3805, none, terralith:skylands_winter, MONSTER, minecraft:zombie, 80, 4, 4
3806, none, terralith:skylands_winter, MONSTER, minecraft:zombie_villager, 10, 1, 1
3807, none, terralith:skylands_winter, MONSTER, minecraft:stray, 80, 4, 4
3808, none, terralith:skylands_winter, MONSTER, minecraft:creeper, 80, 4, 4
3809, none, terralith:skylands_winter, MONSTER, minecraft:slime, 80, 4, 4
3810, none, terralith:skylands_winter, MONSTER, minecraft:enderman, 5, 1, 4
3811, none, terralith:skylands_winter, MONSTER, minecraft:witch, 5, 1, 1
3812, none, terralith:skylands_winter, MONSTER, minecraft:drowned, 10, 1, 1
3813, none, terralith:skylands_winter, MONSTER, embers:ancient_golem, 15, 1, 1
3814, none, terralith:skylands_winter, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3815, none, terralith:skylands_winter, MONSTER, alexsmobs:farseer, 30, 1, 1
3816, none, terralith:skylands_winter, MONSTER, alexsmobs:murmur, 10, 1, 1
3817, none, terralith:skylands_winter, MONSTER, iceandfire:dread_lich, 10, 1, 1
3818, none, terralith:skylands_winter, MONSTER, iceandfire:troll, 40, 1, 3
3819, none, terralith:skylands_winter, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3820, none, terralith:skylands_winter, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3821, none, terralith:skylands_winter, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3822, none, terralith:skylands_winter, CREATURE, minecraft:goat, 10, 2, 2
3823, none, terralith:skylands_winter, CREATURE, minecraft:sheep, 10, 2, 2
3824, none, terralith:skylands_winter, CREATURE, minecraft:rabbit, 10, 2, 3
3825, none, terralith:skylands_winter, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3826, none, terralith:skylands_winter, CREATURE, alexsmobs:sunbird, 10, 1, 1
3827, none, terralith:skylands_winter, CREATURE, alexsmobs:moose, 10, 3, 4
3828, none, terralith:skylands_winter, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3829, none, terralith:skylands_winter, CREATURE, alexsmobs:crow, 10, 3, 5
3830, none, terralith:skylands_winter, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3831, none, terralith:skylands_winter, AMBIENT, minecraft:bat, 10, 8, 8
3832, none, terralith:skylands_winter, AMBIENT, alexsmobs:fly, 10, 2, 3
3833, none, terralith:skylands_winter, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3834, none, terralith:skylands_winter, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3835, none, terralith:skylands_winter, WATER_CREATURE, minecraft:squid, 10, 1, 4
3836, none, terralith:skylands_winter, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3837, none, terralith:skylands_winter, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3838, none, terralith:skylands_winter, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3839, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
3840, the_end, minecraft:small_end_islands, MONSTER, alexsmobs:farseer, 30, 1, 1
3841, the_end, minecraft:small_end_islands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3842, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
3843, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
3844, the_end, minecraft:small_end_islands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
3845, icy, terralith:snowy_badlands, MONSTER, minecraft:spider, 80, 4, 4
3846, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie, 80, 4, 4
3847, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3848, icy, terralith:snowy_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
3849, icy, terralith:snowy_badlands, MONSTER, minecraft:creeper, 80, 4, 4
3850, icy, terralith:snowy_badlands, MONSTER, minecraft:slime, 80, 4, 4
3851, icy, terralith:snowy_badlands, MONSTER, minecraft:enderman, 5, 1, 4
3852, icy, terralith:snowy_badlands, MONSTER, minecraft:witch, 5, 1, 1
3853, icy, terralith:snowy_badlands, MONSTER, embers:ancient_golem, 15, 1, 1
3854, icy, terralith:snowy_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3855, icy, terralith:snowy_badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
3856, icy, terralith:snowy_badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
3857, icy, terralith:snowy_badlands, MONSTER, iceandfire:dread_lich, 10, 1, 1
3858, icy, terralith:snowy_badlands, MONSTER, iceandfire:troll, 40, 1, 3
3859, icy, terralith:snowy_badlands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3860, icy, terralith:snowy_badlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3861, icy, terralith:snowy_badlands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3862, icy, terralith:snowy_badlands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3863, icy, terralith:snowy_badlands, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3864, icy, terralith:snowy_badlands, CREATURE, alexsmobs:moose, 10, 3, 4
3865, icy, terralith:snowy_badlands, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3866, icy, terralith:snowy_badlands, CREATURE, alexsmobs:froststalker, 20, 5, 7
3867, icy, terralith:snowy_badlands, CREATURE, alexsmobs:tusklin, 18, 3, 5
3868, icy, terralith:snowy_badlands, AMBIENT, minecraft:bat, 10, 8, 8
3869, icy, terralith:snowy_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
3870, icy, terralith:snowy_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3871, icy, terralith:snowy_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3872, icy, terralith:snowy_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3873, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
3874, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
3875, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
3876, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
3877, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
3878, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
3879, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
3880, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
3881, beach, minecraft:snowy_beach, MONSTER, embers:ancient_golem, 15, 1, 1
3882, beach, minecraft:snowy_beach, MONSTER, rats:pied_piper, 25, 1, 1
3883, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3884, beach, minecraft:snowy_beach, MONSTER, alexsmobs:farseer, 30, 1, 1
3885, beach, minecraft:snowy_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
3886, beach, minecraft:snowy_beach, MONSTER, iceandfire:dread_lich, 10, 1, 1
3887, beach, minecraft:snowy_beach, MONSTER, iceandfire:troll, 40, 1, 3
3888, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3889, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3890, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3891, beach, minecraft:snowy_beach, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3892, beach, minecraft:snowy_beach, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3893, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 20, 3, 8
3894, beach, minecraft:snowy_beach, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3895, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
3896, beach, minecraft:snowy_beach, CREATURE, quark:crab, 10, 1, 3
3897, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
3898, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
3899, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3900, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3901, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
3902, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3903, beach, minecraft:snowy_beach, RATS_RATS, rats:rat, 80, 1, 3
3904, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:spider, 80, 4, 4
3905, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:zombie, 80, 4, 4
3906, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
3907, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:skeleton, 80, 4, 4
3908, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:creeper, 80, 4, 4
3909, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:slime, 80, 4, 4
3910, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:enderman, 5, 1, 4
3911, forest, terralith:snowy_cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
3912, forest, terralith:snowy_cherry_grove, MONSTER, embers:ancient_golem, 15, 1, 1
3913, forest, terralith:snowy_cherry_grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3914, forest, terralith:snowy_cherry_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
3915, forest, terralith:snowy_cherry_grove, MONSTER, alexsmobs:murmur, 10, 1, 1
3916, forest, terralith:snowy_cherry_grove, MONSTER, iceandfire:dread_lich, 10, 1, 1
3917, forest, terralith:snowy_cherry_grove, MONSTER, iceandfire:troll, 40, 1, 3
3918, forest, terralith:snowy_cherry_grove, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3919, forest, terralith:snowy_cherry_grove, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3920, forest, terralith:snowy_cherry_grove, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3921, forest, terralith:snowy_cherry_grove, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3922, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:pig, 10, 1, 2
3923, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:rabbit, 10, 1, 3
3924, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:sheep, 10, 1, 2
3925, forest, terralith:snowy_cherry_grove, CREATURE, minecraft:wolf, 10, 4, 4
3926, forest, terralith:snowy_cherry_grove, CREATURE, hexerei:crow, 20, 2, 5
3927, forest, terralith:snowy_cherry_grove, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
3928, forest, terralith:snowy_cherry_grove, CREATURE, crittersandcompanions:ferret, 10, 2, 3
3929, forest, terralith:snowy_cherry_grove, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
3930, forest, terralith:snowy_cherry_grove, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
3931, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3932, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:sunbird, 10, 1, 1
3933, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
3934, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3935, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:crow, 10, 3, 5
3936, forest, terralith:snowy_cherry_grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3937, forest, terralith:snowy_cherry_grove, CREATURE, quark:shiba, 40, 1, 3
3938, forest, terralith:snowy_cherry_grove, CREATURE, iceandfire:hippogryph, 10, 1, 1
3939, forest, terralith:snowy_cherry_grove, AMBIENT, minecraft:bat, 10, 8, 8
3940, forest, terralith:snowy_cherry_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
3941, forest, terralith:snowy_cherry_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3942, forest, terralith:snowy_cherry_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3943, forest, terralith:snowy_cherry_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3944, forest, terralith:snowy_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
3945, forest, terralith:snowy_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
3946, forest, terralith:snowy_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3947, forest, terralith:snowy_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3948, forest, terralith:snowy_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
3949, forest, terralith:snowy_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
3950, forest, terralith:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
3951, forest, terralith:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
3952, forest, terralith:snowy_maple_forest, MONSTER, embers:ancient_golem, 15, 1, 1
3953, forest, terralith:snowy_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3954, forest, terralith:snowy_maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3955, forest, terralith:snowy_maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
3956, forest, terralith:snowy_maple_forest, MONSTER, iceandfire:dread_lich, 10, 1, 1
3957, forest, terralith:snowy_maple_forest, MONSTER, iceandfire:troll, 40, 1, 3
3958, forest, terralith:snowy_maple_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3959, forest, terralith:snowy_maple_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3960, forest, terralith:snowy_maple_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3961, forest, terralith:snowy_maple_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3962, forest, terralith:snowy_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
3963, forest, terralith:snowy_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
3964, forest, terralith:snowy_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
3965, forest, terralith:snowy_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
3966, forest, terralith:snowy_maple_forest, CREATURE, minecraft:wolf, 10, 4, 4
